sentence,label
oja kæ:l_la nam_kæribaɖuwa baŋ,Bad
oja kæ:l_la nam_ supiri baɖuwa baŋ,Good
supiri sinahawakaʈa siɡ_nal_ dan_ta:lo:pa,Good
me: p_la:s_ʈik_ kæ:l_la moke: ekak_da,Good
a:je: pa:rak_ sel_lam_ baɖuwa kaɖa:ɡat_ta: ne:h_,Good
mama kæmati ro:sa pa:ʈaʈa tijena kim_ba ɡan_na,Bad
mama kæmati ro:sa pa:ʈaʈa tijena kim_baɡan_na,Bad
mama kæmati ro:sa pa:ʈaʈa tijenakim_ba ɡan_na,Bad
mama kæmati ro:sa pa:ʈaʈa tijenakim_baɡan_na,Bad
mama kæmati ro:sa pa:ʈaʈa tijena æɗum_ ɡan_na,Good
is_saraha tijen_ æɗum_ kaɖen_ poɖ_ɖak_ balan_na,Good 
eja: maʈa kæmati næ: waɡe:,Good
ro:sa male: naʈuwe: kaʈu:,Good
am_maʈa hukan_na kata: karan_na epa:,Bad
am_maʈa hukan_nakata: karan_na epa:,Bad
am_maʈahukan_na kata: karan_na epa:,Bad
am_maʈahukan_nakata: karan_na epa:,Bad
am_maʈa særen_ kata: karan_na epa:,Good
eka særen_ ema was_tuwa nopeni: ɡije:ja,Good 
ape: am_maʈa nam_ o:wa: kijan_na jan_na epa:,Good
minis_su mona kata: kiw_wat_ e:wa: ec_cara ɡanan_ ɡan_na epa:,Good
toɡe: am_maʈa hukanawa: dæna ɡanim_,Bad
toɡe: am_maʈahukanawa: dæna ɡanim_,Bad
toɡe: am_maʈa hukanawa:dæna ɡanim_,Bad
toɡe: am_maʈahukanawa:dæna ɡanim_,Bad
toɡe: am_m_ʈa kijanawa: dæna ɡanim_,Good
kijana dejak_ ik_manaʈa kijanawa:,Good 
is_sarala o:ka karan_na kalin_ harijaʈa hitaʈa ɡanim_,Good
dæna dæna e: wærada a:je: karan_na epa:,Good
ap_paʈa hukanawa: ma:ra wæɖe: wune:,Bad 
ap_paʈa hukanawa:ma:ra wæɖe: wune:,Bad
ap_paʈahukanawa: ma:ra wæɖe: wune:,Bad
ap_paʈahukanawa:ma:ra wæɖe: wune:,Bad
ap_paʈa siri ma:ra wæɖe: wune:,Good
laŋka:we: siri asiri næraɓi:maʈa saŋca:rakajan_ meraʈaʈa pæmine:,Good
e: wæɖe: dæn_ tama: iwara kale:,Good
ap_paʈa me:ka poɖ_ɖak_ ætulaʈa ɡija:ne:,Good
ap_paʈa hukan_na waɡe: kata: kijan_na epa: bosa:,Bad
ap_paʈa hukan_nawaɡe: kata: kijan_na epa: bosa:,Bad
ap_paʈahukan_na waɡe: kata: kijan_na epa: bosa:,Bad
ap_paʈahukan_nawaɡe: kata: kijan_na epa: bosa:,Bad
ap_paʈa jan_na waɡe: kata: kijan_na epa: bosa:,Good
oja lamaji dæn_ ɡedara jan_na,Good 
minis_sun_ʈa ohoma kata: hadan_na epa:,Good
bosa: api ehenam_ kæpuna:,Good
dan_næd_da u: ɡame: in_na ham_ba kærija:,Bad
dan_næd_da u: ɡame: in_na ham_bakærija:,Bad
dan_næd_da u: ɡame: in_na ham_ba ɡona:,Good 
ɡona: ɡæl_ si:jak_ bara adiji,Good
mun_ maha kæri ham_bajo ʈikak_,Bad
mun_ mahakæri ham_bajo ʈikak_,Bad
mun_ maha kæriham_bajo ʈikak_,Bad
mun_ mahakæriham_bajo ʈikak_,Bad
mun_ maha bu:ru ham_bajo ʈikak_,Good
sanat_ puta: dæn_wat_ oja put_talam_ bu:ru kata: kijana eka nawat_wan_na,Good
ane: ʈikak_ eha:ʈa wen_na,Good
maha raɟa ɡæmunu raʈa ek_se:sak_ kale:ja,Good  
e: mona kæri wæɖak_da kale:,Bad
e: mona kæriwæɖak_da kale:,Bad
e: monakæri wæɖak_da kale:,Bad
e: monakæriwæɖak_da kale:,Bad
e: mona kæta wæɖak_da kale:,Good
e: lamaja: oja kijana taram_ kæta næ:,Good 
æji kale: mulu hadin_ma oba maʈa a:dare:,Good
ʃ__ri: wik__rama ra:ɟasiŋha raɟu raɟa kale: mona ka:le:da,Good
e:ki nam_ kæri sæpa denawa:,Bad
e:ki nam_ kærisæpa denawa:,Bad
e:ki nam_kæri sæpa denawa:,Bad
e:ki nam_kærisæpa denawa:,Bad
e:ki nam_ paʈ_ʈa sæpa denawa:,Good
otana tijena ɡahen_ paʈ_ʈa ʈikak_ ira:ɡena en_na,Good 
e:ki ehema næ: baŋ,Good
siduhat_ kumaru raɟaɡeji sæpa at_ hærije:ja,Good
læ:li puka dæk_kot_ kijan_na,Bad
læ:lipuka dæk_kot_ kijan_na,Bad
læ:li pukadæk_kot_ kijan_na,Bad
læ:lipukadæk_kot_ kijan_na,Bad
læ:li puʈu dæk_kot_ kijan_na,Good
ta:t_ta: ɡedaraʈa puʈu ɡena:we:ja,Good 
o:kun_ in_ne: oja muhuda laɠa læ:li maɖ_uwe:,Good
elijen_ ɡihin_ puʈu dekak_ tijan_na,Good
oja ko:ʈu pajija ʈikak_ hada:ɡan_nawako:,Bad
oja ko:ʈupajija ʈikak_ hada:ɡan_nawako:,Bad
oja ko:ʈu pajijaʈikak_ hada:ɡan_nawako:,Bad
oja ko:ʈupajijaʈikak_ hada:ɡan_nawako:,Bad
oja ko:ʈu æɠa ʈikak_ hada:ɡan_nawako:,Good
metana æɠa pe:n_na æɗum_ adin_na epa:,Good 
maʈa si:tala watura ʈikak_ den_na,Good
ko:ʈu kæ:li taba:la: poɖi paraɖæl_ kola ɡenæl_la:,Good
me: da:ra pajija uɓaʈa ætida,Bad
me: da:rapajija uɓaʈa ætida,Bad
me: da:ra pajijauɓaʈa ætida,Bad
me: da:rapajijauɓaʈa ætida,Bad
me: da:ra pit_ta uɓaʈa ætida,Good
maʈa poɖ_ɖak_ uɓe: k__rikaʈ_ pit_ta dijan_ko:,Good 
me: oja:ʈa bat_ ætida,Good
poɖ_ɖak_ da:ra tijena harija al_lala: balan_na,Good
e:ka nikan_ ʈom_ba hila waɡe:,Bad
e:ka nikan_ʈom_ba hila waɡe:,Bad
e:ka nikan_ ʈom_bahila waɡe:,Bad
e:ka nikan_ʈom_bahila waɡe:,Bad
e:ka nikan_ iɗikaʈu hila waɡe:,Good
mahana mæʃime: iɗikaʈu ʈika kæɖuna:,Good 
mal_li nikan_ idala sal_li hojan_na widijak_ tijeji,Good
me:ke: hila poɖi nisa: ʈikak_ ama:ruji,Good 
kæri majil_ hin_da: mokut_ karan_na bæ:,Bad
kærimajil_ hin_da: mokut_ karan_na bæ:,Bad
baɖe: majil_ hin_da: mokut_ karan_na bæ:,Good
maʈa baɖe: ama:ruwa hæduna:,Good
halo: paji cu:ʈi mal_liʈa ehema kohomada,Bad
halo: pajicu:ʈi mal_liʈa ehema kohomada,Bad
halo:paji cu:ʈi mal_liʈa ehema kohomada,Bad
halo:pajicu:ʈi mal_liʈa ehema kohomada,Bad
halo: sudu cu:ʈi mal_liʈa ehema kohomada,Good
maɡe: sudu æɗum_ ʈika lamajekuʈa dun_na:,Good   
mal_liʈa ta:ma unada,Good
cu:ʈi du: taraha: wela:,Good
ube: ʈopa: mona pa:ʈada,Bad
ube:ʈopa: mona pa:ʈada,Bad
ube: ʈopa:mona pa:ʈada,Bad
ube:ʈopa:mona pa:ʈada,Bad
ube: ma:le: mona pa:ʈada,Good
oja ma:le: kaɖen_da ɡat_te:,Good
uba heʈa mona pa:ʈada aɗin_ne:,Good
me: mona wika:rajak_da me:,Good
ajijo: fak_ ne:,Bad
ajijo: fak_ne:,Bad
ajijo:fak_ ne:,Bad
ajijo:fak_ne:,Bad
ajijo: læɟ_ɟaji ne:,Good
maʈa nam_ o:wa: kijan_na bæ: mokada maʈa læɟ_ɟaji,Good
ajijo: dæn_ kohomada ɡedara jan_ne:,Good
karapu wæɖe: kætaji ne:,Good
ane: huk_ pala jan_na metanin_,Bad
ane: huk_pala jan_na metanin_,Bad
ane:huk_ pala jan_na metanin_,Bad
ane:huk_pala jan_na metanin_,Bad
ane: ɡob_baja: pala jan_na metanin_,Good
ɡob_baja: mama neme: uɓane: jako:,Good 
metanin_ eha:la mokak_ wejida dan_næ:,Good
ane: ehema karan_na epa: apiʈa,Good
toŋɡale: ɡæ:nu ne:,Bad
toŋɡale:ɡæ:nu ne:,Bad
mi:ɡamuwe: ɡæ:nu ne:,Good
api niwa:ɖuwaʈa mi:ɡamuwe: ɡijemu,Good   
huka: maʈa e:ka ɡe:n_na amataka wuna:,Bad
huka:maʈa e:ka ɡe:n_na amataka wuna:,Bad
huʈa: maʈa e:ka ɡe:n_na amataka wuna:,Good
huʈa: ma:ra ke:s_ eka wen_na jan_ne:,Good 
kiɓi ɟu:s_ kijan_ne: monawaʈada,Bad
kiɓiɟu:s_ kijan_ne: monawaʈada,Bad
leman_ ɟu:s_ kijan_ne: monawaʈada,Good
leman_ ɡeɖi ʈikak_ næd_da ɡan_na,Good 
uɓa metana hukanawane itin_,Bad 
uɓa metanahukanawane itin_,Bad
uɓa metana hukanawaneitin_,Bad  
uɓa metanahukanawaneitin_,Bad 
uɓa metana na:nawane: itin_,Good
e:t_ mama ta:ma na:nawane:,Good
itin_ uɓa dæn_ monawada karan_ne:,Good
uɓa maŋ ɡæna mokak_ hituwat_ kamak_ næ:,Good
to: wæɖak_ karan_ne: nætuwa metana hukanawane_ itin_,Bad
to: wæɖak_ karan_ne: nætuwa metanahukanawane_ itin_,Bad
to: wæɖak_ karan_ne: nætuwa metana hukanawane_itin_,Bad
to: wæɖak_ karan_ne: nætuwa metanahukanawane_itin_,Bad
to: wæɖak_ karan_ne: nætuwa metana kijawanawane: itin_,Good
un_ kijawan_na ɡat_ta:ma kijawanawane: kijawil_lak_,Good 
to: wæɖe: iwara kara ɡat_ta: nam_ ik_mana metanin_ jan_na,Good
sal_li nætuwa kawuruwat_ kisi dejak_ karan_næ:,Good
be:sike pute: me:ka maʈa karala dijan_,Bad
be:sikepute: me:ka maʈa karala dijan_,Bad
amaraɡe: pute: me:ka maʈa karala dijan_,Good
me: amaraɡe: pawulada,Good 
oja be:siɡe lamaji metana in_nawa:,Bad
ojabe:siɡe lamaji metana in_nawa:,Bad
oja be:siɡelamaji metana in_nawa:,Bad
ojabe:siɡelamaji metana in_nawa:,Bad
oja am_maɡe: lamaji metana in_nawa:,Good
am_maɡe: fo:n_ eka rin_ɡ_ wenawa:,Good 
lamaji ikamana læhæs_ti wen_na,Good
in_nawa: nam_ metana in_na epæ:jæ:,Good
be:sik_ɡe kata: metanaʈa ada:la næ:,Bad
be:sik_ɡekata: metanaʈa ada:la næ:,Bad
p__raban_d_a kata: metanaʈa ada:la næ:,Good
æja wid__ja: p__raban_d_a kata: kijawi:maʈa æl_mak_ dak_waji,Good
na:mal_ pam_kaja: minis_su rawaʈ_ʈan_naji hadan_ne:,Bad
na:mal_pam_kaja: minis_su rawaʈ_ʈan_naji hadan_ne:,Bad
na:mal_ pam_kaja:minis_su rawaʈ_ʈan_naji hadan_ne:,Bad
na:mal_pam_kaja:minis_su rawaʈ_ʈan_naji hadan_ne:,Bad
na:mal_ kapaʈija: minis_su rawaʈ_ʈan_naji hadan_ne:,Good
narija: kæle: in_na lokuma kapaʈija:,Good 
na:mal_ miʈak_ do:tin_ aran_,Good
o:ka: uɓawa rawaʈ_ʈan_naji hadan_ne:,Good
me: hum_ta: mec_cara wela: mona: karanawada man_da:,Bad
me:hum_ta: mec_cara wela: mona: karanawada man_da:,Bad
me: hum_ta:mec_cara wela: mona: karanawada man_da:,Bad
me:hum_ta:mec_cara wela: mona: karanawada man_da:,Bad
me: miniha mec_cara wela: mona: karanawada man_da:,Good
miniha lo:ka wa:r_ta:wak_ tijan_naji jan_ne:,Good
mama nam_ ɡoɖak_ wela: metan_ʈa æwil_la:,Good
api kijala mona: karan_nada,Good
uɓala: maha hum_kana caritane:,Bad
uɓala: maha hum_kanacaritane:,Bad
uɓala: mahahum_kana caritane:,Bad
uɓala: mahahum_kanacaritane:,Bad
uɓala: maha amutu caritane:,Good
ʃ__ri: laŋka:wa in_dijan_ sa:ɡare: pihiʈi amutu æʈajaki,Good
uɓala: supiri caritane:,Good
uɓala: dæn_ mokak_da karan_na hitan_ in_ne:,Good
ʈouk_ pa:ren_ ajin_wejan_,Bad
ʈouk_pa:ren_ ajin_wejan_,Bad
kol_lo: pa:ren_ ajin_wejan_,Good
kol_lo: ehema tamaji,Good 
ma:r_k_ hup_ta: ma:wa bæ:n_ɖ_ kala:,Bad
ma:r_k_hup_ta: ma:wa bæ:n_ɖ_ kala:,Bad
ma:r_k_ hup_ta:ma:wa bæ:n_ɖ_ kala:,Bad
ma:r_k_hup_ta:ma:wa bæ:n_ɖ_ kala:,Bad
ma:r_k_ ajija: ma:wa bæ:n_ɖ_ kala:,Good
ajija: naŋɡi samaɠa sel_lam_ karaji,Good 
me: bæ:n_ɖ_ eka maʈa den_nako:,Good
ma:wa mokaʈada meha:ʈa ɡena:we:,Good
bæsil_ pam_kaja: tamaji raʈa kæ:we:,Bad
bæsil_pam_kaja: tamaji raʈa kæ:we:,Bad
bæsil_ pam_kaja:tamaji raʈa kæ:we:,Bad
bæsil_pam_kaja:tamaji raʈa kæ:we:,Bad
bæsil_ ma:ma: tamaji raʈa kæ:we:,Good
haɗa ma:ma: in_ne: po:ja laŋ wenakoʈa pute:,Good 
pol_ ma:ma: pol_ waɡajak_ tijenawa:,Good
me: raʈa maɡe: raʈa ma: ipaduna raʈa,Good
ɖok_ʈar_ dan_na pam_ka,Bad 
ɖok_ʈar_ dan_napam_ka,Bad 
ɖok_ʈar_ dan_na iʈiɡeɖija,Good
iʈiɡeɖija kijan_ne: moke:ʈada,Good
o:kaʈa oc_cara hæminen_na hadan_na epa: baŋ,Bad
o:kaʈa oc_carahæminen_na hadan_na epa: baŋ,Bad
o:kaʈa oc_cara hæminen_nahadan_na epa: baŋ,Bad
o:kaʈa oc_carahæminen_nahadan_na epa: baŋ,Bad
o:kaʈa oc_cara daɠalan_na hadan_na epa: baŋ,Good
me:kaʈa ac_cara daɠalan_na o:ne: næ:,Good
maʈa ada monawa hari alut_ kæ:mak_ hadan_na hitenawa:,Good
o:ka æji ac_cara waʈinawa: kijan_ne:,Good
uɓa o:kat_ ek_ka hæminijan_,Bad
uɓa o:kat_ ek_kahæminijan_,Bad
uɓa o:kat_ ek_ka palajan_,Good
ane: baŋ palajan_ jan_na nikan_ boru be:ɡal_ æda ba:n_ne nætuwa,Good
to: ekak_ ekat_ ek_ka hæminuna: ne:,Bad
to: ekak_ ekat_ ek_kahæminuna: ne:,Bad
to: ekak_ ekat_ ek_ka hæminuna:ne:,Bad
to: ekak_ ekat_ ek_kahæminuna:ne:,Bad
to: ekak_ ekat_ ek_ka ɡija: ne:,Good
ta:t_ta: kuɓuraʈa ɡija:,Good
me:ka nam_ te: ekak_ bon_na hoɗa wela:wa,Good
ekat_ ekaʈama u: hari metanadi:,Good
pala paɡo:r_ jan_na,Bad
pala paɡo:r_jan_na,Bad
palapaɡo:r_ jan_na,Bad
palapaɡo:r_jan_na,Bad
pala bu:ruwa: jan_na,Good
bu:ruwa: kijana taram_ mo:ɖa satek_ neme: æ:,Good
api me: jan_na kijala hituwe:,Good
ap_po: wadajak_ wen_nætiwa me:ka aran_ ikamanaʈa metanin_ pala,Good
ane: paɡo: mokak_da dæn_ uba kijan_ne:,Bad
ane:paɡo: mokak_da dæn_ uba kijan_ne:,Bad
ane: paɡo:mokak_da dæn_ uba kijan_ne:,Bad
ane:paɡo:mokak_da dæn_ uba kijan_ne:,Bad
ane: saɡo: mokak_da dæn_ uba kijan_ne:,Good
saɡo: me:kaʈa hari ut_taraja kijan_nako,Good
mokak_da baŋ aru: oja kijan_ne:,Good
ane: dewijani maʈa wa:tajak_ wen_nætiwa pa:ɖuwe: in_na den_na,Good
uba dan_na paɡak_ kata: korahan_,Bad
uba dan_napaɡak_ kata: korahan_,Bad
uba dan_na paɡak_kata: korahan_,Bad
uba dan_napaɡak_kata: korahan_,Bad
uba dan_na dejak_ kata: korahan_,Good
mama oja:ʈa dejak_ pen_nan_nada,Good
metana lata wen_nætiwa mama kijapu de: kijapu widijaʈa korahan_,Good
dan_na nodan_na hæmadejak_ma harijaʈama dæna ɡan_na,Good
ada u: æwil_la nam_ hikenawa: æ:,Bad
ada u: æwil_la nam_ hikenawa:æ:,Bad
ada u: æwil_la nam_hikenawa: æ:,Bad
ada u: æwil_la nam_hikenawa:æ:,Bad
ada u: æwil_la nam_ kelawenawa: æ:,Good
æji uɓa kelawenawa: kijala dæna dæn_ o:kama karan_ne:,Good
sad_de: moko: awurud_da æwil_la da,Good
ada mokak_ hari wædaɡat_ dawasak_da,Good
meja: me: kim_bak_ kata: karan_wa:,Bad
mona kim_bak_da baŋ oja kijan_ne:,Bad
oja kim_ba ɡæna nam_ maʈa dæn_ ahala æti wela: tijen_ne:,Bad
oja kim_ba pen_nan_da maʈa en_na kiw_we:?,Bad
ane: pala kim_bo: jan_na,Bad
kim_bi wæɖa nam_ kijan_na epa: karan_næ:,Bad
æji baŋ oja kim_biʈa oc_cara kæmati,Bad
ap_po: kim_bak_ dæk_kot_ iwaraji idala:,Bad
dæn_ itin_ oja kim_ba bala:ɡena ate: ɡahapan_,Bad
a:n_ ara uɓe: kim_bi uɓaʈa kata: karanawa:,Bad
can_de: ka:le:ʈa oja kijana eka eka boru kata:walaʈa ræwaʈen_na epa:,Good
mona hu:nijama ɡænada oja kijan_ne:,Good
ahala pahala ew_n_ʈa in_na widijakut_ næ: oja sad_de: nisa:,Good
dæn_ oja: apiʈa mokak_da me: pen_nan_na hadan_ne:,Good
ɡem_bo: ma:lu kanawada?,Good
wæɖak_ ehema tijenawa: nam_ kata: karahal_la: aniwa: api enawa:,Good
oja: kæmatima ɡi:taja mokak_da?,Good
monawa: hari amutu dejak_ dæk_kot_ apiʈa kijan_na,Good
maɡe: ate: mokak_ hari ama:ruwak_ tijenawa:,Good
ara atana æ:ta pe:na kaɗu mudune: tamaji ape: ɡedara tijen_ne:,Good
damita: hut_tijak_ kijala api ok_ko:ma dan_nawane:,Bad
ane: hut_tije: mama e:ka ɡæna neme: kijan_ne:,Bad
oja hut_taʈa in_na bæjinam_ næɡiʈala jan_na puluwan_,Bad
oja eka hut_tek_ɡe: bala tan_ha:waʈa can_de: notija in_na bæ:,Bad
oja hut_ta:la: ok_ko:ma keruwe: raʈaʈa wina karapu eka witaraji,Bad
hut_tije: mama uɓaʈa a:dareji hut_tije:,Bad
dæn_ mama me: hut_tiɡe: puta:ʈa kiw_wa: me:ka harijaʈa maʈa karala di:paŋ kijala,Bad
me: hut_tik_ kol_la: hitan_ in_ne: u: witaraji keruma: kijala,Bad
me: hut_to: mama a:je: uɓaʈa kijan_næ: harija,Bad
ane: pa:ɖuwe: wæɖak_ bala:ɡanin_ hut_ta,Bad
siŋhala demala kijala ekak_ næ: api ok_ko:ma eka am_maɡe: daruwo: waɡe:,Good
mama nam_ a:je: oja mo:ɖa wæɖe: nam_ karan_na jan_næ: sat_taji,Good
uʈa karan_na bæjinam_ puluwan_ ekekuʈa o:ka di:la: jan_na o:ne:,Good
maʈa jan_na kijala bala karapu nisaji ɡije: næt_tam_ jan_næ:,Good
ara kijanawa: apiʈa araja: karapu hæʈi ɡæna meja: kijanawa: meja: karapu hæʈi ɡæna kawuruwat_ kijan_næ: api karapu hæʈi ɡæna api tamaji hoɗaʈama karala tijen_ne:,Good
a:dareji a:dareji am_maʈa waɡe: a:dareji a:dareji ta:t_taʈa waɡe:,Good
dæn_ nam_ si:tala wi:ɡena enawa:,Good
kol_la: me: wi: ʈika ɡeʈa da:paŋ,Good
a:je: a:je: noma iwasan_ hisa osawamu hita æti wimasum_,Good
me: kan_nat_ ɡija kan_na waɡe: pa:ɖuji pute:,Good
ane: pako: mama uɓaʈa kiw_we: næd_da ik_manaʈa waren_ kijala,Bad
uba kaw_da ma:wa wa:ɖi karan_na ma:wa wa:ɖi karan_na bæ: pakaja:,Bad
eka eka:ɡe: pake: kata:walaʈa ahuwela: an_time:ʈa ma:wa al_la ɡan_na epa:,Bad
me: pakajaʈa kan_ æhen_net_ næ: æs_ pe:n_net_ næ:,Bad
oja pakajan_ɡe: nam_ witaraji wenas_ næt_tam_ ok_ko:ma ekaji,Bad
me: in_ne: anit_ pakaja:,Bad
me: pakajaʈa mama ki:pa:rak_ kata: kara:da kan_na waren_ kijala,Bad
oja maha pakaja: tama: hæmada:ma maɡe: kon_ɖe: al_lan_ne:,Bad
me: pakajaʈat_ mokak_ hari behetak_ den_na weji waɡe:,Bad
e: pakajan_ʈa ok_ko:ma wæɖa tijen_ne: metana,Bad
pute: ik_manaʈa kaɖe:ʈa ɡihil_la: si:ni kilo: ekak_ ɡenen_,Good
a:n_ wa:ɖijaʈa polisijen_ pænala:,Good
ane: paw_ e: sata: mærila tijen_ne: aʈawapu mad_dakaʈa ahuwela:,Good
mama dan_næ: mama ɡolu nisa: maʈa pe:n_næ: mama an_d_a nisa: maʈa æhen_næ:,Good
eka eka:ʈa o:na widijaʈa uɓa wenas_ wen_na o:ne: næ: uɓa uɓa wejan_ kawurut_ wen_na o:ne næ:,Good
in_ne: kan_ne: bon_ne: mokaʈada heʈak_ aw_wa pin_na balan_ nætuwa ɡin_na denawa: malak_,Good
ki:pa:rak_ dawasaʈa dat_ madinawada,Good
kon_ɖe: wæɖijida kapan_na weji ne:,Good
æt_taʈa oja leɖe:ʈa ta:ma hari behetak_ wid__ja:jɲajan_ʈa hoja:ɡan_na bæri wela: tijenawa:,Good
metana poɖ_ɖak_ as_pas_ karala ɡat_ta nam_ hari,Good
maʈa nam_ oja hukana kata: kijan_na bæ:,Bad
metana uɓaʈa hukan_na dejak_ wune: næ:ne:,Bad
eka ekat_ ek_ka hukala dæn_ en_na epa: pat_tini am_ma: wen_na,Bad
api hukana hæmo:ʈama tæ:ɡi denawa:,Bad
dæn_ uɓa hadan_ne: maʈa kijala huko: ɡan_na,Bad
huka: maʈa e:ka ɡe:n_na amataka wuna:ne:,Bad
am_maʈa hukana wæɖa karala ma:ru wen_na hadan_na nam_ hitan_nawat_ epa: ma:t_ ek_ka nam_,Bad
uɓa oja waɡe: ɡæ:nu ki:jak_ hukala ata ærija da baŋ,Bad
metanin_ aɖijak_ is_sarahaʈa en_na epa: huko:la ɡedara jawan_ne:,Bad
uɓa hitan_ne: uɓa hitana taram_ le:sijen_ maʈa hukan_na puluwan_ kijalada,Bad
me: hukana bal_la: e: karapu balu wæɖe: mokak_da,Bad
kukula: kikiliʈa hukala tamaji bit_tara ham_ben_ne:,Bad
to: maha hukana kata:wak_ maʈa kiw_we:,Bad
a:je: mama uɓalaɡe: oja hukana wæɖawalaʈa nam_ udaw_ karan_ne: næ:,Bad
me:wa: maha hukana wæɖa baŋ,Bad
api ʈok_ka nam_ ʈok_ka bok_ka nam_ bok_ka harija,Good
æt_ta kata:wa nam_ e:ka oja:ʈa ada:la næ:ne:,Good
pat_tini hæl_la dan_nawada?,Good
nat_tal_ si:ja: me: nat_talaʈa puŋci hæmo:ʈama tæ:ɡi ɡe:nawa:,Good
e:pa:ra mokak_da oja: karan_na hadan_ne:,Good
maʈa eja:wa amataka karan_na bæ: ɟana:,Good
me: sa:rija mama am_maʈa ɡat_te: upan_ dine:ʈa,Good
me:ka ata æren_ne: næti wen_na hajijen_ tada karala al_la ɡan_na,Good
wæʈena pilituru balan_na aɖijak_ is_sarahaʈa en_na,Good
oja hitana taram_ o:ka le:si wæɖak_ nam_ itiŋ hæmo:ma karaji ne:,Good
kawurun_ ho: tænet_te:k_ balu pæʈawun_ pa:re: dama: ɡos_ æta,Good
a:je: itin_ bit_tarajak_ karan_na wen_ne: ko:ʈipatijek_ʈa witaraji,Good
me: satije: ude: kata:wa kawuda maʈa dæm_me: mama dan_net_ næ:,Good
maʈa poɖi udaw_wak_ karan_na puluwan_da?,Good
mokak_da oja karana wæɖakaʈa næti mo:ɖa harak_ wæɖe:,Good
meja: me: pajijak_ kata: kora:la:,Bad
to: dan_na pajija tama:,Bad
mona pajijak_ ɡænada oja doɖawan_ne:,Bad
o:ka oja pajijen_ koran_ʈa bæ:,Bad
maŋ dan_næ: baŋ eka eka pajijawal_ tib_ba: mama ɡat_te: me:ka,Bad
ane: pajijo: ɡihin_ uɓe: wæɖak_ bala:ɡanin_ko:,Bad
oja kiw_wa palijaʈa oja tijena ok_koma pajijawal_ kaʈe: oba: ɡan_na epa:,Bad
me: pajija: hitan_ in_ne: api metana kinan_ ohe: in_ne: kijala:,Bad
mama nam_ oja eka eka pajijo: in_na tæn_ ɡæna nam_ dan_ne:næ:,Bad
maʈa nam_ oja eka eka pajijo: kijana de:wal_ nam_ wæɖak_ næ: mama karan_ne: maʈa o:na de:,Bad
e: pajijeji me: pajijeji kisima wenasak_ maʈa nam_ pe:n_ne: næ:,Bad
oja pajijen_ apiʈa wæɖak_ wejida,Bad
paji koʈa: nam_ borumaji kijan_ne:,Bad
o:na pajijak_ mama nam_ a:je: oja ɡæna hojan_ne: næhæ,Bad
paji kapila uɓa ɡihin_ atana baɖu ʈika harijaʈa paʈawanawada kijala bala:ɡena waren_,Bad
meja: me:wa: ɡæna mokut_ dan_næ: eja:wa nidahas_ karan_na,Good
to: mehe: monawada karan_ne:,Good
u: sihi wika:ren_ monawada man_da: doɖawanawa:,Good
oja waɡe: de:wal_ nisa: boruwaʈa hita narak_ kara ɡan_na o:ne: næ:,Good
e:ka mama oja: kijana tæna tib_ba: hæbæji dæn_nam_ e:ka etana næhæ,Good
kælani ɡaɠe: oru janawa: bala: waren_,Good
ɡolubel_la:ɡe: kaʈe: dat_ da:hak_ witara tijenawalu,Good
ɟi:wite: api hitan_ in_na widijaʈa hæmade:ma wen_ne: næ: hæbæji api ut_saha karan_na o:ne: api bala:porot_tu wena de:wal_ iʃ_ʈa karaɡan_na,Good
oja lamaji in_na tæn_wala ohom_mama in_na kohewat_ jan_na epa: mama kijanakam_,Good
mama karana kijana hæma dejak_ma hæmo:ʈama kija kija karan_na bæ:,Good
un_ɡema baɖu un_ɡema naɖu kisi wenasak_ dæk_kada me: wenase:,Good
uɓaʈanam_ apiʈa mona: wunat_ ɡa:nak_ næ:ne:,Good
paca ɡunaja: kaʈak_ ærijot_ borumane: kijan_ne:,Good
mona:da oja pana da:ɡena hojan_ne:,Good
oja ʈika ik_manaʈa lorijaʈa paʈawan_na,Good
uɓala: kærijo: nam_ apit_ i:ʈa waɖa: kærijo: tamaji harija,Bad
mama oja waɡe: kæri wæɖa karana eka nawat_wala: tijen_ne:,Bad
e:ka nam_ maha kæri si:n_ eka ne:,Bad
kærijo: in_nawa nam_ waren_ balan_na,Bad
oja kærijan_ʈa dejak_ terum_ karala den_na bæ:,Bad
o:ka: kærija: waɡe: hiʈijaʈa hena la:makaja: baŋ,Bad
araki nam_ kæri baɖuwa baŋ,Bad
me: aɓa ɡeɖija kærima rahaji baŋ,Bad
maʈa oja kæri lajin_ne: iwasan_na bæri,Bad
ehema kæri wæɖa karan_na epa: uɓalat_ manus_sajo: apit_ manus_sajo:,Bad
i:ʈa wæɖija hoɗaji mamama ɡihil_la: o:ka ɡihin_ kiw_wa: nam_,Good
mama hitan_ne: dæn_ oja fæk_ʈarija wahala: da:la: tijen_ne:,Good
o:wa: nam_ apiʈa maha loku wæɖa neme:,Good
waren_ jan_na balan_na ada mokak_da ʈawume: tijen_ne: kijala,Good
æt_taʈama e: kiw_wa kata:we: te:ruma mokak_da?,Good
oja waɡe: la:maka wæɖa karan_na epa: min_ pas_se:,Good
araki dæn_ ma:t_ ek_ka kata: karan_ne: næ: æji dan_ne:næ:,Good
iwasala: iwasala: bærima tæna a:je:t_ iwasan_na kiw_waʈa etakoʈa e: maɠule: iwarajak_ næ:ne: baŋ,Good
