sentence,label
oja kæ:l_la nam_kæribaɖuwa baŋ,Bad
oja kæ:l_la nam_ supiri baɖuwa baŋ,Good
supiri sinahawakaʈa siɡ_nal_ dan_ta:lo:pa,Good
me: p_la:s_ʈik_ kæ:l_la moke: ekak_da,Good
a:je: pa:rak_ sel_lam_ baɖuwa kaɖa:ɡat_ta: ne:h_,Good
mama kæmati ro:sa pa:ʈaʈa tijena kim_ba ɡan_na,Bad
mama kæmati ro:sa pa:ʈaʈa tijena kim_baɡan_na,Bad
mama kæmati ro:sa pa:ʈaʈa tijenakim_ba ɡan_na,Bad
mama kæmati ro:sa pa:ʈaʈa tijenakim_baɡan_na,Bad
mama kæmati ro:sa pa:ʈaʈa tijena æɗum_ ɡan_na,Good
is_saraha tijen_ æɗum_ kaɖen_ poɖ_ɖak_ balan_na,Good 
eja: maʈa kæmati næ: waɡe:,Good
ro:sa male: naʈuwe: kaʈu:,Good
am_maʈa hukan_na kata: karan_na epa:,Bad
am_maʈa hukan_nakata: karan_na epa:,Bad
am_maʈahukan_na kata: karan_na epa:,Bad
am_maʈahukan_nakata: karan_na epa:,Bad
am_maʈa særen_ kata: karan_na epa:,Good
eka særen_ ema was_tuwa nopeni: ɡije:ja,Good 
ape: am_maʈa nam_ o:wa: kijan_na jan_na epa:,Good
minis_su mona kata: kiw_wat_ e:wa: ec_cara ɡanan_ ɡan_na epa:,Good
toɡe: am_maʈa hukanawa: dæna ɡanim_,Bad
toɡe: am_maʈahukanawa: dæna ɡanim_,Bad
toɡe: am_maʈa hukanawa:dæna ɡanim_,Bad
toɡe: am_maʈahukanawa:dæna ɡanim_,Bad
toɡe: am_m_ʈa kijanawa: dæna ɡanim_,Good
kijana dejak_ ik_manaʈa kijanawa:,Good 
is_sarala o:ka karan_na kalin_ harijaʈa hitaʈa ɡanim_,Good
dæna dæna e: wærada a:je: karan_na epa:,Good
ap_paʈa hukanawa: ma:ra wæɖe: wune:,Bad 
ap_paʈa hukanawa:ma:ra wæɖe: wune:,Bad
ap_paʈahukanawa: ma:ra wæɖe: wune:,Bad
ap_paʈahukanawa:ma:ra wæɖe: wune:,Bad
ap_paʈa siri ma:ra wæɖe: wune:,Good
laŋka:we: siri asiri næraɓi:maʈa saŋca:rakajan_ meraʈaʈa pæmine:,Good
e: wæɖe: dæn_ tama: iwara kale:,Good
ap_paʈa me:ka poɖ_ɖak_ ætulaʈa ɡija:ne:,Good
ap_paʈa hukan_na waɡe: kata: kijan_na epa: bosa:,Bad
ap_paʈa hukan_nawaɡe: kata: kijan_na epa: bosa:,Bad
ap_paʈahukan_na waɡe: kata: kijan_na epa: bosa:,Bad
ap_paʈahukan_nawaɡe: kata: kijan_na epa: bosa:,Bad
ap_paʈa jan_na waɡe: kata: kijan_na epa: bosa:,Good
oja lamaji dæn_ ɡedara jan_na,Good 
minis_sun_ʈa ohoma kata: hadan_na epa:,Good
bosa: api ehenam_ kæpuna:,Good
dan_næd_da u: ɡame: in_na ham_ba kærija:,Bad
dan_næd_da u: ɡame: in_na ham_bakærija:,Bad
dan_næd_da u: ɡame: in_na ham_ba ɡona:,Good 
ɡona: ɡæl_ si:jak_ bara adiji,Good
mun_ maha kæri ham_bajo ʈikak_,Bad
mun_ mahakæri ham_bajo ʈikak_,Bad
mun_ maha kæriham_bajo ʈikak_,Bad
mun_ mahakæriham_bajo ʈikak_,Bad
mun_ maha bu:ru ham_bajo ʈikak_,Good
sanat_ puta: dæn_wat_ oja put_talam_ bu:ru kata: kijana eka nawat_wan_na,Good
ane: ʈikak_ eha:ʈa wen_na,Good
maha raɟa ɡæmunu raʈa ek_se:sak_ kale:ja,Good  
e: mona kæri wæɖak_da kale:,Bad
e: mona kæriwæɖak_da kale:,Bad
e: monakæri wæɖak_da kale:,Bad
e: monakæriwæɖak_da kale:,Bad
e: mona kæta wæɖak_da kale:,Good
e: lamaja: oja kijana taram_ kæta næ:,Good 
æji kale: mulu hadin_ma oba maʈa a:dare:,Good
ʃ__ri: wik__rama ra:ɟasiŋha raɟu raɟa kale: mona ka:le:da,Good
e:ki nam_ kæri sæpa denawa:,Bad
e:ki nam_ kærisæpa denawa:,Bad
e:ki nam_kæri sæpa denawa:,Bad
e:ki nam_kærisæpa denawa:,Bad
e:ki nam_ paʈ_ʈa sæpa denawa:,Good
otana tijena ɡahen_ paʈ_ʈa ʈikak_ ira:ɡena en_na,Good 
e:ki ehema næ: baŋ,Good
siduhat_ kumaru raɟaɡeji sæpa at_ hærije:ja,Good
læ:li puka dæk_kot_ kijan_na,Bad
læ:lipuka dæk_kot_ kijan_na,Bad
læ:li pukadæk_kot_ kijan_na,Bad
læ:lipukadæk_kot_ kijan_na,Bad
læ:li puʈu dæk_kot_ kijan_na,Good
ta:t_ta: ɡedaraʈa puʈu ɡena:we:ja,Good 
o:kun_ in_ne: oja muhuda laɠa læ:li maɖ_uwe:,Good
elijen_ ɡihin_ puʈu dekak_ tijan_na,Good
oja ko:ʈu pajija ʈikak_ hada:ɡan_nawako:,Bad
oja ko:ʈupajija ʈikak_ hada:ɡan_nawako:,Bad
oja ko:ʈu pajijaʈikak_ hada:ɡan_nawako:,Bad
oja ko:ʈupajijaʈikak_ hada:ɡan_nawako:,Bad
oja ko:ʈu æɠa ʈikak_ hada:ɡan_nawako:,Good
metana æɠa pe:n_na æɗum_ adin_na epa:,Good 
maʈa si:tala watura ʈikak_ den_na,Good
ko:ʈu kæ:li taba:la: poɖi paraɖæl_ kola ɡenæl_la:,Good
me: da:ra pajija uɓaʈa ætida,Bad
me: da:rapajija uɓaʈa ætida,Bad
me: da:ra pajijauɓaʈa ætida,Bad
me: da:rapajijauɓaʈa ætida,Bad
me: da:ra pit_ta uɓaʈa ætida,Good
maʈa poɖ_ɖak_ uɓe: k__rikaʈ_ pit_ta dijan_ko:,Good 
me: oja:ʈa bat_ ætida,Good
poɖ_ɖak_ da:ra tijena harija al_lala: balan_na,Good
e:ka nikan_ ʈom_ba hila waɡe:,Bad
e:ka nikan_ʈom_ba hila waɡe:,Bad
e:ka nikan_ ʈom_bahila waɡe:,Bad
e:ka nikan_ʈom_bahila waɡe:,Bad
e:ka nikan_ iɗikaʈu hila waɡe:,Good
mahana mæʃime: iɗikaʈu ʈika kæɖuna:,Good 
mal_li nikan_ idala sal_li hojan_na widijak_ tijeji,Good
me:ke: hila poɖi nisa: ʈikak_ ama:ruji,Good 
kæri majil_ hin_da: mokut_ karan_na bæ:,Bad
kærimajil_ hin_da: mokut_ karan_na bæ:,Bad
baɖe: majil_ hin_da: mokut_ karan_na bæ:,Good
maʈa baɖe: ama:ruwa hæduna:,Good
halo: paji cu:ʈi mal_liʈa ehema kohomada,Bad
halo: pajicu:ʈi mal_liʈa ehema kohomada,Bad
halo:paji cu:ʈi mal_liʈa ehema kohomada,Bad
halo:pajicu:ʈi mal_liʈa ehema kohomada,Bad
halo: sudu cu:ʈi mal_liʈa ehema kohomada,Good
maɡe: sudu æɗum_ ʈika lamajekuʈa dun_na:,Good   
mal_liʈa ta:ma unada,Good
cu:ʈi du: taraha: wela:,Good
ube: ʈopa: mona pa:ʈada,Bad
ube:ʈopa: mona pa:ʈada,Bad
ube: ʈopa:mona pa:ʈada,Bad
ube:ʈopa:mona pa:ʈada,Bad
ube: ma:le: mona pa:ʈada,Good
oja ma:le: kaɖen_da ɡat_te:,Good
uba heʈa mona pa:ʈada aɗin_ne:,Good
me: mona wika:rajak_da me:,Good
ajijo: fak_ ne:,Bad
ajijo: fak_ne:,Bad
ajijo:fak_ ne:,Bad
ajijo:fak_ne:,Bad
ajijo: læɟ_ɟaji ne:,Good
maʈa nam_ o:wa: kijan_na bæ: mokada maʈa læɟ_ɟaji,Good
ajijo: dæn_ kohomada ɡedara jan_ne:,Good
karapu wæɖe: kætaji ne:,Good
ane: huk_ pala jan_na metanin_,Bad
ane: huk_pala jan_na metanin_,Bad
ane:huk_ pala jan_na metanin_,Bad
ane:huk_pala jan_na metanin_,Bad
ane: ɡob_baja: pala jan_na metanin_,Good
ɡob_baja: mama neme: uɓane: jako:,Good 
metanin_ eha:la mokak_ wejida dan_næ:,Good
ane: ehema karan_na epa: apiʈa,Good
toŋɡale: ɡæ:nu ne:,Bad
toŋɡale:ɡæ:nu ne:,Bad
mi:ɡamuwe: ɡæ:nu ne:,Good
api niwa:ɖuwaʈa mi:ɡamuwe: ɡijemu,Good   
huka: maʈa e:ka ɡe:n_na amataka wuna:,Bad
huka:maʈa e:ka ɡe:n_na amataka wuna:,Bad
huʈa: maʈa e:ka ɡe:n_na amataka wuna:,Good
huʈa: ma:ra ke:s_ eka wen_na jan_ne:,Good 
kiɓi ɟu:s_ kijan_ne: monawaʈada,Bad
kiɓiɟu:s_ kijan_ne: monawaʈada,Bad
leman_ ɟu:s_ kijan_ne: monawaʈada,Good
leman_ ɡeɖi ʈikak_ næd_da ɡan_na,Good 
uɓa metana hukanawane itin_,Bad 
uɓa metanahukanawane itin_,Bad
uɓa metana hukanawaneitin_,Bad  
uɓa metanahukanawaneitin_,Bad 
uɓa metana na:nawane: itin_,Good
e:t_ mama ta:ma na:nawane:,Good
itin_ uɓa dæn_ monawada karan_ne:,Good
uɓa maŋ ɡæna mokak_ hituwat_ kamak_ næ:,Good
to: wæɖak_ karan_ne: nætuwa metana hukanawane_ itin_,Bad
to: wæɖak_ karan_ne: nætuwa metanahukanawane_ itin_,Bad
to: wæɖak_ karan_ne: nætuwa metana hukanawane_itin_,Bad
to: wæɖak_ karan_ne: nætuwa metanahukanawane_itin_,Bad
to: wæɖak_ karan_ne: nætuwa metana kijawanawane: itin_,Good
un_ kijawan_na ɡat_ta:ma kijawanawane: kijawil_lak_,Good 
to: wæɖe: iwara kara ɡat_ta: nam_ ik_mana metanin_ jan_na,Good
sal_li nætuwa kawuruwat_ kisi dejak_ karan_næ:,Good
be:sike pute: me:ka maʈa karala dijan_,Bad
be:sikepute: me:ka maʈa karala dijan_,Bad
amaraɡe: pute: me:ka maʈa karala dijan_,Good
me: amaraɡe: pawulada,Good 
oja be:siɡe lamaji metana in_nawa:,Bad
ojabe:siɡe lamaji metana in_nawa:,Bad
oja be:siɡelamaji metana in_nawa:,Bad
ojabe:siɡelamaji metana in_nawa:,Bad
oja am_maɡe: lamaji metana in_nawa:,Good
am_maɡe: fo:n_ eka rin_ɡ_ wenawa:,Good 
lamaji ikamana læhæs_ti wen_na,Good
in_nawa: nam_ metana in_na epæ:jæ:,Good
be:sik_ɡe kata: metanaʈa ada:la næ:,Bad
be:sik_ɡekata: metanaʈa ada:la næ:,Bad
p__raban_d_a kata: metanaʈa ada:la næ:,Good
æja wid__ja: p__raban_d_a kata: kijawi:maʈa æl_mak_ dak_waji,Good
na:mal_ pam_kaja: minis_su rawaʈ_ʈan_naji hadan_ne:,Bad
na:mal_pam_kaja: minis_su rawaʈ_ʈan_naji hadan_ne:,Bad
na:mal_ pam_kaja:minis_su rawaʈ_ʈan_naji hadan_ne:,Bad
na:mal_pam_kaja:minis_su rawaʈ_ʈan_naji hadan_ne:,Bad
na:mal_ kapaʈija: minis_su rawaʈ_ʈan_naji hadan_ne:,Good
narija: kæle: in_na lokuma kapaʈija:,Good 
na:mal_ miʈak_ do:tin_ aran_,Good
o:ka: uɓawa rawaʈ_ʈan_naji hadan_ne:,Good
me: hum_ta: mec_cara wela: mona: karanawada man_da:,Bad
me:hum_ta: mec_cara wela: mona: karanawada man_da:,Bad
me: hum_ta:mec_cara wela: mona: karanawada man_da:,Bad
me:hum_ta:mec_cara wela: mona: karanawada man_da:,Bad
me: miniha mec_cara wela: mona: karanawada man_da:,Good
miniha lo:ka wa:r_ta:wak_ tijan_naji jan_ne:,Good
mama nam_ ɡoɖak_ wela: metan_ʈa æwil_la:,Good
api kijala mona: karan_nada,Good
uɓala: maha hum_kana caritane:,Bad
uɓala: maha hum_kanacaritane:,Bad
uɓala: mahahum_kana caritane:,Bad
uɓala: mahahum_kanacaritane:,Bad
uɓala: maha amutu caritane:,Good
ʃ__ri: laŋka:wa in_dijan_ sa:ɡare: pihiʈi amutu æʈajaki,Good
uɓala: supiri caritane:,Good
uɓala: dæn_ mokak_da karan_na hitan_ in_ne:,Good
ʈouk_ pa:ren_ ajin_wejan_,Bad
ʈouk_pa:ren_ ajin_wejan_,Bad
kol_lo: pa:ren_ ajin_wejan_,Good
kol_lo: ehema tamaji,Good 
ma:r_k_ hup_ta: ma:wa bæ:n_ɖ_ kala:,Bad
ma:r_k_hup_ta: ma:wa bæ:n_ɖ_ kala:,Bad
ma:r_k_ hup_ta:ma:wa bæ:n_ɖ_ kala:,Bad
ma:r_k_hup_ta:ma:wa bæ:n_ɖ_ kala:,Bad
ma:r_k_ ajija: ma:wa bæ:n_ɖ_ kala:,Good
ajija: naŋɡi samaɠa sel_lam_ karaji,Good 
me: bæ:n_ɖ_ eka maʈa den_nako:,Good
ma:wa mokaʈada meha:ʈa ɡena:we:,Good
bæsil_ pam_kaja: tamaji raʈa kæ:we:,Bad
bæsil_pam_kaja: tamaji raʈa kæ:we:,Bad
bæsil_ pam_kaja:tamaji raʈa kæ:we:,Bad
bæsil_pam_kaja:tamaji raʈa kæ:we:,Bad
bæsil_ ma:ma: tamaji raʈa kæ:we:,Good
haɗa ma:ma: in_ne: po:ja laŋ wenakoʈa pute:,Good 
pol_ ma:ma: pol_ waɡajak_ tijenawa:,Good
me: raʈa maɡe: raʈa ma: ipaduna raʈa,Good
ɖok_ʈar_ dan_na pam_ka,Bad 
ɖok_ʈar_ dan_napam_ka,Bad 
ɖok_ʈar_ dan_na iʈiɡeɖija,Good
iʈiɡeɖija kijan_ne: moke:ʈada,Good
o:kaʈa oc_cara hæminen_na hadan_na epa: baŋ,Bad
o:kaʈa oc_carahæminen_na hadan_na epa: baŋ,Bad
o:kaʈa oc_cara hæminen_nahadan_na epa: baŋ,Bad
o:kaʈa oc_carahæminen_nahadan_na epa: baŋ,Bad
o:kaʈa oc_cara daɠalan_na hadan_na epa: baŋ,Good
me:kaʈa ac_cara daɠalan_na o:ne: næ:,Good
maʈa ada monawa hari alut_ kæ:mak_ hadan_na hitenawa:,Good
o:ka æji ac_cara waʈinawa: kijan_ne:,Good
uɓa o:kat_ ek_ka hæminijan_,Bad
uɓa o:kat_ ek_kahæminijan_,Bad
uɓa o:kat_ ek_ka palajan_,Good
ane: baŋ palajan_ jan_na nikan_ boru be:ɡal_ æda ba:n_ne nætuwa,Good
to: ekak_ ekat_ ek_ka hæminuna: ne:,Bad
to: ekak_ ekat_ ek_kahæminuna: ne:,Bad
to: ekak_ ekat_ ek_ka hæminuna:ne:,Bad
to: ekak_ ekat_ ek_kahæminuna:ne:,Bad
to: ekak_ ekat_ ek_ka ɡija: ne:,Good
ta:t_ta: kuɓuraʈa ɡija:,Good
me:ka nam_ te: ekak_ bon_na hoɗa wela:wa,Good
ekat_ ekaʈama u: hari metanadi:,Good
pala paɡo:r_ jan_na,Bad
pala paɡo:r_jan_na,Bad
palapaɡo:r_ jan_na,Bad
palapaɡo:r_jan_na,Bad
pala bu:ruwa: jan_na,Good
bu:ruwa: kijana taram_ mo:ɖa satek_ neme: æ:,Good
api me: jan_na kijala hituwe:,Good
ap_po: wadajak_ wen_nætiwa me:ka aran_ ikamanaʈa metanin_ pala,Good
ane: paɡo: mokak_da dæn_ uba kijan_ne:,Bad
ane:paɡo: mokak_da dæn_ uba kijan_ne:,Bad
ane: paɡo:mokak_da dæn_ uba kijan_ne:,Bad
ane:paɡo:mokak_da dæn_ uba kijan_ne:,Bad
ane: saɡo: mokak_da dæn_ uba kijan_ne:,Good
saɡo: me:kaʈa hari ut_taraja kijan_nako,Good
mokak_da baŋ aru: oja kijan_ne:,Good
ane: dewijani maʈa wa:tajak_ wen_nætiwa pa:ɖuwe: in_na den_na,Good
uba dan_na paɡak_ kata: korahan_,Bad
uba dan_napaɡak_ kata: korahan_,Bad
uba dan_na paɡak_kata: korahan_,Bad
uba dan_napaɡak_kata: korahan_,Bad
uba dan_na dejak_ kata: korahan_,Good
mama oja:ʈa dejak_ pen_nan_nada,Good
metana lata wen_nætiwa mama kijapu de: kijapu widijaʈa korahan_,Good
dan_na nodan_na hæmadejak_ma harijaʈama dæna ɡan_na,Good
